epoch,train_loss,val_loss,train_acc,val_acc,train_spikes,val_spikes
1,3.6324551552534103,3.310473016330174,47.6,43.5,0.347268,0.346298
2,2.7880946025252342,2.5948846340179443,47.6,43.5,0.347268,0.346298
3,2.1818138621747494,1.9619005748203822,47.6,43.5,0.347268,0.346298
4,1.5744139328598976,1.3488612600735255,47.6,43.5,0.347268,0.346298
5,1.0449153054505587,0.8716992139816284,48.9,46.0,0.347268,0.346298
6,0.7522191628813744,0.7372797386986869,57.9,61.5,0.347268,0.346298
7,0.7165501471608877,0.7256940347807748,60.4,59.0,0.347268,0.346298
8,0.7126232404261827,0.720610329083034,53.5,56.5,0.347268,0.346298
9,0.7072062566876411,0.7182373574801854,49.4,54.0,0.347268,0.346298
10,0.7110180761665106,0.7142522164753505,54.5,53.0,0.347268,0.346298
11,0.7066901884973049,0.7116225446973529,49.5,51.5,0.347268,0.346298
12,0.7073787823319435,0.7079430392810276,48.9,51.5,0.347268,0.346298
13,0.7014525327831507,0.7045551197869437,47.2,50.5,0.347268,0.346298
14,0.7033440954983234,0.7007934621402195,47.5,54.5,0.347268,0.346298
15,0.6992539968341589,0.7000056164605277,48.0,50.5,0.347268,0.346298
16,0.699315682053566,0.7008804338318961,48.1,51.5,0.347268,0.346298
17,0.6978036407381296,0.6980593289647784,49.4,51.5,0.347268,0.346298
18,0.6979218404740095,0.6974804656846183,48.5,51.5,0.347268,0.346298
19,0.6954438276588917,0.6925599830491203,44.6,50.5,0.347268,0.346298
20,0.6971340924501419,0.6944348982402256,48.5,51.5,0.347268,0.346298
21,0.6998307574540377,0.6919470259121486,46.9,51.5,0.347268,0.346298
22,0.6954813953489065,0.6905205249786377,43.8,51.5,0.347268,0.346298
23,0.6938866637647152,0.6876922590391976,43.8,48.5,0.347268,0.346298
24,0.6913019809871912,0.6841801064355033,47.1,47.5,0.347268,0.346298
25,0.6930495779961348,0.6842111604554313,44.7,47.5,0.347268,0.346298
26,0.6884248070418835,0.6853269934654236,45.4,55.5,0.347268,0.346298
27,0.6888505332171917,0.6831424236297607,43.6,47.5,0.347268,0.346298
28,0.6855599042028189,0.686106094292232,43.3,47.0,0.347268,0.346298
29,0.6913847289979458,0.6838283623967852,46.5,51.0,0.347268,0.346298
30,0.6844036672264338,0.677601158618927,48.6,47.5,0.347268,0.346298
31,0.6879507787525654,0.6805683289255414,43.6,51.5,0.347268,0.346298
32,0.6836791951209307,0.6760228020804269,45.8,47.5,0.347268,0.346298
33,0.6815514266490936,0.6833822386605399,48.3,49.5,0.347268,0.346298
34,0.681268148124218,0.6747644884245736,49.4,47.5,0.347268,0.346298
35,0.6842175200581551,0.6772891964231219,43.6,55.5,0.347268,0.346298
36,0.6797888576984406,0.6726792114121574,48.9,47.5,0.347268,0.346298
37,0.6803181190043688,0.6774921332086835,46.3,51.0,0.347268,0.346298
38,0.681787634268403,0.6711183445794242,47.4,47.5,0.347268,0.346298
39,0.6785597950220108,0.6771465880530221,45.3,53.5,0.347268,0.346298
40,0.6762911304831505,0.6747201255389622,47.0,51.0,0.347268,0.346298
41,0.6779676508158445,0.6686310172080994,47.1,47.5,0.347268,0.346298
42,0.6746071018278599,0.6720936553818839,43.8,51.0,0.347268,0.346298
43,0.675638685002923,0.6660535931587219,49.7,47.5,0.347268,0.346298
44,0.675374411046505,0.6679623467581612,44.7,50.5,0.347268,0.346298
45,0.6744939889758825,0.6650997570582798,48.0,50.5,0.347268,0.346298
46,0.6721548121422529,0.6683563419750759,47.0,51.0,0.347268,0.346298
47,0.6690146196633577,0.6659037470817566,51.2,50.5,0.347268,0.346298
48,0.6719614770263433,0.6667410816465106,49.8,51.0,0.347268,0.346298
49,0.6698559764772654,0.6627958331789289,49.8,50.5,0.347268,0.346298
50,0.6719797234982252,0.662403038569859,50.6,50.5,0.347268,0.346298
51,0.6687123887240887,0.6604995472090585,46.4,50.5,0.347268,0.346298
52,0.6657903790473938,0.6617750695773533,48.3,54.5,0.347268,0.346298
53,0.6670175641775131,0.6582802534103394,50.4,50.5,0.347268,0.346298
54,0.6660750471055508,0.6593554786273411,47.5,50.5,0.347268,0.346298
55,0.6650768611580133,0.6549908433641706,54.9,64.5,0.347268,0.346298
56,0.6652745306491852,0.6622342041560582,53.3,53.5,0.347268,0.346298
57,0.6607704013586044,0.6542872786521912,50.3,55.0,0.347268,0.346298
58,0.6635750066488981,0.6552451423236302,52.6,50.5,0.347268,0.346298
59,0.6625783164054155,0.651123753615788,55.7,62.5,0.347268,0.346298
60,0.6594709642231464,0.6567443353789193,52.8,53.5,0.347268,0.346298
61,0.6627999786287546,0.653710160936628,54.1,54.5,0.347268,0.346298
62,0.6588158439844847,0.6515472105571202,54.1,50.5,0.347268,0.346298
63,0.6561992280185223,0.6519953523363385,49.5,54.5,0.347268,0.346298
64,0.6555040255188942,0.6484125001089913,53.8,55.0,0.347268,0.346298
65,0.6558181159198284,0.6481909581593105,52.9,55.0,0.347268,0.346298
66,0.6545730326324701,0.6496450049536568,56.0,54.5,0.347268,0.346298
67,0.6516184527426958,0.6501107726778302,53.8,56.0,0.347268,0.346298
68,0.6526039745658636,0.6438823597771781,59.0,67.5,0.347268,0.346298
69,0.6516740508377552,0.6550155452319554,60.5,68.0,0.347268,0.346298
70,0.6500700693577528,0.6432671972683498,59.2,59.5,0.347268,0.346298
71,0.6502378433942795,0.6529417378561837,59.8,64.0,0.347268,0.346298
72,0.6470717880874872,0.6419866340500968,62.0,59.5,0.347268,0.346298
73,0.6493926960974932,0.6437339782714844,57.9,64.0,0.347268,0.346298
74,0.647682897746563,0.6478697827884129,60.1,60.0,0.347268,0.346298
75,0.6484365947544575,0.6395860314369202,63.3,59.5,0.347268,0.346298
76,0.6442246213555336,0.6434750216347831,59.2,56.0,0.347268,0.346298
77,0.6457655448466539,0.642502214227404,58.5,56.0,0.347268,0.346298
78,0.6433054059743881,0.6373572179249355,62.0,67.0,0.347268,0.346298
79,0.6438847985118628,0.6387229817254203,60.9,64.0,0.347268,0.346298
80,0.6400777585804462,0.6372338959148952,60.1,64.0,0.347268,0.346298
81,0.6400319635868073,0.6370581984519958,60.1,64.0,0.347268,0.346298
82,0.6396818086504936,0.6351234316825867,64.7,60.0,0.347268,0.346298
83,0.6402431540191174,0.6417141727038792,65.1,66.5,0.347268,0.346298
84,0.6399594880640507,0.6378237179347447,62.7,62.5,0.347268,0.346298
85,0.6390660759061575,0.6308375597000122,68.8,67.0,0.347268,0.346298
86,0.6359769124537706,0.6389603955405099,63.8,66.0,0.347268,0.346298
87,0.6412390917539597,0.6356936097145081,65.2,65.5,0.347268,0.346298
88,0.6366973351687193,0.6390567421913147,64.4,71.5,0.347268,0.346298
89,0.6375951878726482,0.6282224655151367,67.5,69.5,0.347268,0.346298
90,0.6317888665944338,0.6316272190638951,65.6,67.0,0.347268,0.346298
91,0.6405532564967871,0.6442594272749764,63.5,64.0,0.347268,0.346298
92,0.6325633116066456,0.6266574859619141,66.9,73.5,0.347268,0.346298
93,0.6290734205394983,0.627541550568172,71.0,65.5,0.347268,0.346298
94,0.62920125387609,0.6232584970338004,68.7,69.5,0.347268,0.346298
95,0.6281243190169334,0.6281864898545402,64.2,67.0,0.347268,0.346298
96,0.6306922230869532,0.6234119704791478,71.7,73.5,0.347268,0.346298
97,0.6270138826221228,0.6232583693095616,69.2,70.5,0.347268,0.346298
98,0.6265063285827637,0.6196435689926147,70.0,69.5,0.347268,0.346298
99,0.628211135044694,0.6218638164656503,68.8,73.0,0.347268,0.346298
100,0.627066245302558,0.6289113674845014,67.8,74.5,0.347268,0.346298
